root_id,root_type,source_episode_seed,source_episode_index,elapsed_step,remaining_steps,split,position_error,orientation_similarity,official_goal,current_goal_streak
root_0036_stable_hold,stable_hold,5000020,20,170,30,train,0.0422679059236242,0.9941162503368454,True,153
root_0037_far_pre_goal_failure,far_pre_goal_failure,5000020,20,0,200,train,0.0,0.7024291638094006,False,0
root_0038_far_pre_goal_failure,far_pre_goal_failure,5000021,21,150,50,train,0.0573082662206194,0.4589629939747937,False,0
root_0039_goal_entry_pending_exit,goal_entry_pending_exit,5000022,22,23,177,train,0.0541968656211825,0.9512666651384356,True,1
root_0040_near_goal,near_goal,5000022,22,70,130,train,0.0516837224813988,0.9495126320319506,False,0
root_0041_near_goal,near_goal,5000023,23,44,156,train,0.063115153371591,0.9041424428869732,False,0
root_0042_far_pre_goal_failure,far_pre_goal_failure,5000023,23,20,180,train,0.0516068006476242,0.7697032524017906,False,0
root_0043_near_goal,near_goal,5000024,24,26,174,train,0.0611353374818528,0.834066094671322,False,0
root_0044_far_pre_goal_failure,far_pre_goal_failure,5000024,24,90,110,train,0.0838461733902148,0.7596586033823413,False,0
root_0045_far_pre_goal_failure,far_pre_goal_failure,5000025,25,86,114,train,0.0568797439239532,0.3674495779729131,False,0
root_0046_far_pre_goal_failure,far_pre_goal_failure,5000026,26,53,147,train,0.0430576925908261,0.3537490667751394,False,0
root_0047_far_pre_goal_failure,far_pre_goal_failure,5000027,27,83,117,train,0.0498246359582513,0.2065682910328241,False,0
root_0048_stable_hold,stable_hold,5000028,28,170,30,dev,0.0596863689110604,0.9906059779867288,True,128
root_0049_near_goal,near_goal,5000028,28,42,158,dev,0.0594439843688171,0.9432288997593448,False,0
root_0050_stable_hold,stable_hold,5000029,29,170,30,train,0.0424049637023657,0.9917740582782492,True,157
root_0051_near_goal,near_goal,5000029,29,13,187,train,0.029550723515087,0.9340868577383412,False,0
root_0052_stable_hold,stable_hold,5000030,30,170,30,train,0.0387736341881358,0.9910824346312238,True,69
root_0053_near_goal,near_goal,5000030,30,52,148,train,0.0794312081373049,0.9486439688713496,False,0
root_0054_near_goal,near_goal,5000031,31,26,174,train,0.0602046739459342,0.8001022024583802,False,0
root_0055_far_pre_goal_failure,far_pre_goal_failure,5000031,31,69,131,train,0.0638948804649365,0.7642690929500504,False,0
root_0056_stable_hold,stable_hold,5000032,32,170,30,dev,0.0626358779622082,0.9693211433215942,True,150
root_0057_near_goal,near_goal,5000032,32,20,180,dev,0.0565429921694195,0.9318025438383404,False,0
root_0058_goal_entry_pending_exit,goal_entry_pending_exit,5000033,33,44,156,dev,0.0393764809927892,0.9582427284414068,True,7
root_0059_far_pre_goal_failure,far_pre_goal_failure,5000033,33,10,190,dev,0.0303392797439819,0.4988307675772929,False,0
root_0060_stable_hold,stable_hold,5000034,34,170,30,dev,0.0556944157225425,0.9805211760615729,True,147
root_0061_near_goal,near_goal,5000034,34,21,179,dev,0.0525646649803478,0.8561776873526838,False,0
root_0062_far_pre_goal_failure,far_pre_goal_failure,5000035,35,166,34,train,0.0293304351899152,0.4225161107348344,False,0
root_0063_goal_entry_pending_exit,goal_entry_pending_exit,5000036,36,40,160,train,0.0555235042770178,0.9964011922249496,True,7
root_0064_near_goal,near_goal,5000036,36,46,154,train,0.0619109556760574,0.9363855076055936,False,0
root_0065_far_pre_goal_failure,far_pre_goal_failure,5000037,37,130,70,train,0.0351479243190655,0.7517643611299701,False,0
root_0066_near_goal,near_goal,5000037,37,25,175,train,0.0586412349704751,0.8042823715675205,False,0
root_0067_far_pre_goal_failure,far_pre_goal_failure,5000038,38,134,66,train,0.0575783508790571,0.523305790017761,False,0
root_0068_goal_entry_pending_exit,goal_entry_pending_exit,5000039,39,55,145,train,0.0576138875427179,0.970554808066132,True,19
root_0069_near_goal,near_goal,5000039,39,62,138,train,0.0634779812237281,0.936034396291978,False,0
root_0070_far_pre_goal_failure,far_pre_goal_failure,5000040,40,112,88,train,0.0464166950928366,0.6762959471628551,False,0
root_0071_near_goal,near_goal,5000040,40,57,143,train,0.0415778235529933,0.9374951107883442,False,0
root_0072_far_pre_goal_failure,far_pre_goal_failure,5000041,41,92,108,train,0.0658613440876541,0.5885474237742097,False,0
root_0073_far_pre_goal_failure,far_pre_goal_failure,5000042,42,123,77,train,0.0626353722688496,0.2324251785654967,False,0
root_0074_far_pre_goal_failure,far_pre_goal_failure,5000043,43,104,96,train,0.0620776072988449,0.4615737241541847,False,0
root_0075_near_goal,near_goal,5000044,44,37,163,train,0.0456048002775575,0.9275509364663028,False,0
root_0076_far_pre_goal_failure,far_pre_goal_failure,5000044,44,10,190,train,0.0356099624598321,0.7933363218196611,False,0
root_0077_near_goal,near_goal,5000045,45,18,182,train,0.0395337982218133,0.929933439676096,False,0
root_0078_far_pre_goal_failure,far_pre_goal_failure,5000045,45,3,197,train,0.0040953941170816,0.7847551536466956,False,0
root_0079_far_pre_goal_failure,far_pre_goal_failure,5000046,46,135,65,dev,0.1071656023155319,-0.874248478905799,False,0
root_0080_stable_hold,stable_hold,5000047,47,170,30,train,0.0525832261173444,0.981754028877031,True,155
root_0081_near_goal,near_goal,5000047,47,11,189,train,0.0298151788265031,0.8702256144567738,False,0
root_0082_stable_hold,stable_hold,5000048,48,170,30,train,0.0429781920547147,0.9897093550851656,True,149
root_0083_near_goal,near_goal,5000048,48,17,183,train,0.0410518295890159,0.8544934281244293,False,0
root_0084_stable_hold,stable_hold,5000049,49,170,30,train,0.0662703100192185,0.9656670618721308,True,143
root_0085_near_goal,near_goal,5000049,49,23,177,train,0.0568556044619961,0.9391345550532374,False,0
root_0086_stable_hold,stable_hold,5000050,50,170,30,train,0.0656328210901779,0.9886520447121184,True,158
root_0087_near_goal,near_goal,5000050,50,12,188,train,0.0298408948054208,0.9429865014465174,False,0
root_0088_goal_entry_pending_exit,goal_entry_pending_exit,5000051,51,89,111,train,0.0328702243409987,0.9622785009226767,True,30
root_0089_stable_hold,stable_hold,5000051,51,150,50,train,0.0307041946106112,0.9549716830917292,True,25
root_0090_far_pre_goal_failure,far_pre_goal_failure,5000052,52,161,39,train,0.0666473158313284,0.1196131511334109,False,0
root_0091_goal_entry_pending_exit,goal_entry_pending_exit,5000053,53,88,112,train,0.0330782213873704,0.9622225440475216,True,38
root_0092_stable_hold,stable_hold,5000053,53,170,30,train,0.0412505629475534,0.9553069314614928,True,39
root_0093_goal_entry_pending_exit,goal_entry_pending_exit,5000054,54,18,182,train,0.051139982698509,0.9626479378085592,True,6
root_0094_stable_hold,stable_hold,5000054,54,170,30,train,0.0717155392612258,0.9801824650404172,True,58
root_0095_near_goal,near_goal,5000055,55,145,55,train,0.056043742334224,0.9404593049558748,False,0
root_0096_far_pre_goal_failure,far_pre_goal_failure,5000055,55,12,188,train,0.035761430361085,0.7628360379677789,False,0
root_0097_far_pre_goal_failure,far_pre_goal_failure,5000056,56,35,165,train,0.0481300133225623,0.2881395104995289,False,0
root_0098_goal_entry_pending_exit,goal_entry_pending_exit,5000057,57,83,117,dev,0.0430637642515475,0.9636994682566457,True,6
root_0099_near_goal,near_goal,5000057,57,76,124,dev,0.0357582547279021,0.9383144999158964,False,0
root_0100_stable_hold,stable_hold,5000058,58,170,30,dev,0.0480796838677885,0.9889377684458872,True,153
root_0101_near_goal,near_goal,5000058,58,15,185,dev,0.0422434153085494,0.8294091754250054,False,0
root_0102_far_pre_goal_failure,far_pre_goal_failure,5000059,59,157,43,train,0.0619070862353785,-0.484627980465831,False,0
root_0103_goal_entry_pending_exit,goal_entry_pending_exit,5000060,60,24,176,dev,0.0539154166458125,0.9808428148412888,True,2
root_0104_near_goal,near_goal,5000060,60,32,168,dev,0.0333898077538806,0.8926570144883819,False,0
root_0105_stable_hold,stable_hold,5000061,61,170,30,train,0.056746518492527,0.972852343178611,True,126
root_0106_far_pre_goal_failure,far_pre_goal_failure,5000061,61,10,190,train,0.033451390745963,0.2960933393108423,False,0
root_0107_near_goal,near_goal,5000062,62,155,45,dev,0.033645456733669,0.8580034942088655,False,0
root_0108_far_pre_goal_failure,far_pre_goal_failure,5000062,62,102,98,dev,0.0432342157603229,0.7509952207553358,False,0
root_0109_goal_entry_pending_exit,goal_entry_pending_exit,5000063,63,66,134,train,0.0511275493011356,0.9546190683363686,True,47
root_0110_stable_hold,stable_hold,5000063,63,51,149,train,0.0520190863523318,0.9653867959784408,True,32
root_0111_far_pre_goal_failure,far_pre_goal_failure,5000064,64,97,103,train,0.0576042763998003,-0.0704692276488789,False,0
root_0112_goal_entry_pending_exit,goal_entry_pending_exit,5000065,65,40,160,dev,0.0539996797366793,0.9562265841846368,True,3
root_0113_near_goal,near_goal,5000065,65,37,163,dev,0.0564641560563739,0.9473818258873136,False,0
root_0114_stable_hold,stable_hold,5000066,66,170,30,train,0.0523000542884809,0.9881030736014724,True,154
root_0115_near_goal,near_goal,5000066,66,14,186,train,0.0329219762346087,0.9101248534498028,False,0
root_0116_far_pre_goal_failure,far_pre_goal_failure,5000067,67,78,122,dev,0.0711315658025708,0.1987103330072078,False,0
root_0117_stable_hold,stable_hold,5000068,68,170,30,train,0.0583708347163705,0.9973647300086814,True,146
root_0118_near_goal,near_goal,5000068,68,22,178,train,0.0556742707072692,0.8754776331959129,False,0
root_0119_far_pre_goal_failure,far_pre_goal_failure,5000069,69,9,191,train,0.019318314206847,0.7836929351160611,False,0
root_0120_near_goal,near_goal,5000069,69,30,170,train,0.0967939775013407,0.934360640160397,False,0
root_0121_goal_entry_pending_exit,goal_entry_pending_exit,5000070,70,25,175,dev,0.063207053454854,0.985999370208396,True,8
root_0122_stable_hold,stable_hold,5000070,70,170,30,dev,0.0605465415090303,0.9797973842295404,True,128
root_0123_far_pre_goal_failure,far_pre_goal_failure,5000071,71,155,45,train,0.0635177923779345,0.7965696762520361,False,0
root_0124_near_goal,near_goal,5000071,71,160,40,train,0.0527247684196256,0.8420162393567955,False,0
root_0125_far_pre_goal_failure,far_pre_goal_failure,5000072,72,55,145,dev,0.0503215810351549,0.1511045212579409,False,0
root_0126_far_pre_goal_failure,far_pre_goal_failure,5000073,73,121,79,dev,0.0618983649974292,0.4539903248970471,False,0
root_0127_goal_entry_pending_exit,goal_entry_pending_exit,5000074,74,74,126,dev,0.0477250959310041,0.9686075565815156,True,62
root_0128_stable_hold,stable_hold,5000074,74,59,141,dev,0.0532648773434152,0.9633201058480688,True,47
root_0129_goal_entry_pending_exit,goal_entry_pending_exit,5000075,75,33,167,train,0.0574667543670113,0.9735580436569388,True,14
root_0130_stable_hold,stable_hold,5000075,75,170,30,train,0.052389876012541,0.956909323953781,True,110
root_0131_near_goal,near_goal,5000076,76,49,151,train,0.0463944581545008,0.8240728095161273,False,0
root_0132_far_pre_goal_failure,far_pre_goal_failure,5000076,76,110,90,train,0.0565899937277991,0.3301865241545798,False,0
root_0133_near_goal,near_goal,5000077,77,46,154,train,0.0690386754611022,0.871025095404191,False,0
root_0134_far_pre_goal_failure,far_pre_goal_failure,5000077,77,20,180,train,0.0535041359868415,0.77488201380113,False,0
root_0135_goal_entry_pending_exit,goal_entry_pending_exit,5000078,78,24,176,train,0.0652821966411447,0.9527555692690504,True,1
root_0136_near_goal,near_goal,5000078,78,22,178,train,0.0615653881132141,0.94505918328535,False,0
root_0137_near_goal,near_goal,5000079,79,128,72,train,0.0611547254405058,0.8933675475738376,False,0
root_0138_far_pre_goal_failure,far_pre_goal_failure,5000079,79,33,167,train,0.0443083479856577,0.4566326349509693,False,0
root_0139_far_pre_goal_failure,far_pre_goal_failure,5000080,80,28,172,train,0.0573255564052524,0.3345700242901123,False,0
root_0140_goal_entry_pending_exit,goal_entry_pending_exit,5000081,81,27,173,dev,0.0539411480524241,0.9742003115353708,True,16
root_0141_near_goal,near_goal,5000081,81,34,166,dev,0.05286566377792,0.9367849867642574,False,0
root_0142_near_goal,near_goal,5000082,82,42,158,dev,0.06536839047196,0.9367193256637244,False,0
root_0143_far_pre_goal_failure,far_pre_goal_failure,5000082,82,10,190,dev,0.0267202402769341,0.5909299312316977,False,0
root_0144_near_goal,near_goal,5000083,83,39,161,dev,0.0437432866509739,0.8633350221211379,False,0
root_0145_far_pre_goal_failure,far_pre_goal_failure,5000083,83,21,179,dev,0.0501692681013974,0.7674404324852864,False,0
root_0146_near_goal,near_goal,5000084,84,149,51,dev,0.0604429442561084,0.9035029830585898,False,0
root_0147_far_pre_goal_failure,far_pre_goal_failure,5000084,84,24,176,dev,0.0613230915949571,0.7070062732707737,False,0
root_0148_goal_entry_pending_exit,goal_entry_pending_exit,5000085,85,65,135,dev,0.0327529299524134,0.9664647884941362,True,31
root_0149_near_goal,near_goal,5000085,85,133,67,dev,0.0246051657163877,0.9407535902948864,False,0
root_0150_far_pre_goal_failure,far_pre_goal_failure,5000086,86,56,144,train,0.0593185170532117,0.1801335430582153,False,0
root_0151_goal_entry_pending_exit,goal_entry_pending_exit,5000087,87,35,165,train,0.0638455648595826,0.9673368030590864,True,2
root_0152_near_goal,near_goal,5000087,87,112,88,train,0.0560068237830978,0.9434899070909764,False,0
root_0153_far_pre_goal_failure,far_pre_goal_failure,5000088,88,144,56,train,0.054009064924894,0.7990009953162067,False,0
root_0154_near_goal,near_goal,5000088,88,169,31,train,0.05372558756118,0.8024308426613045,False,0
root_0155_goal_entry_pending_exit,goal_entry_pending_exit,5000089,89,68,132,train,0.0414854663573547,0.9530779873168312,True,42
root_0156_stable_hold,stable_hold,5000089,89,53,147,train,0.0408589881799296,0.9681591005884358,True,27
root_0157_stable_hold,stable_hold,5000090,90,170,30,train,0.0618319478633405,0.9993622137631888,True,149
root_0158_far_pre_goal_failure,far_pre_goal_failure,5000090,90,12,188,train,0.0317393345994842,0.1608230292740649,False,0
root_0159_goal_entry_pending_exit,goal_entry_pending_exit,5000091,91,25,175,train,0.0630206497879264,0.9833107022682582,True,8
root_0160_near_goal,near_goal,5000091,91,16,184,train,0.034874903125181,0.922172340815738,False,0
root_0161_far_pre_goal_failure,far_pre_goal_failure,5000092,92,80,120,train,0.065999108454565,0.0166946719551331,False,0
root_0162_far_pre_goal_failure,far_pre_goal_failure,5000093,93,85,115,train,0.0302215620682296,0.3290324327972889,False,0
root_0163_near_goal,near_goal,5000094,94,145,55,train,0.0450222452569738,0.818575022904834,False,0
root_0164_far_pre_goal_failure,far_pre_goal_failure,5000094,94,58,142,train,0.058938560206448,0.6389291248339571,False,0
root_0165_far_pre_goal_failure,far_pre_goal_failure,5000095,95,147,53,train,0.053243439906807,-0.1555358657711429,False,0
root_0166_stable_hold,stable_hold,5000096,96,170,30,train,0.0596170305355092,0.9990975836859411,True,149
root_0167_near_goal,near_goal,5000096,96,20,180,train,0.0537235146921944,0.9002774893275813,False,0
root_0168_stable_hold,stable_hold,5000097,97,170,30,dev,0.0300093361465883,0.9637897186104192,True,115
root_0169_near_goal,near_goal,5000097,97,55,145,dev,0.055042219731953,0.94745217294351,False,0
root_0170_far_pre_goal_failure,far_pre_goal_failure,5000098,98,161,39,train,0.035349095458354,0.348409322724258,False,0
root_0171_goal_entry_pending_exit,goal_entry_pending_exit,5000099,99,75,125,dev,0.0248949666245002,0.9721027782367432,True,25
root_0172_near_goal,near_goal,5000099,99,81,119,dev,0.0298523759649788,0.9410588326433376,False,0
root_0173_near_goal,near_goal,5000100,100,71,129,train,0.0314773328246814,0.8278991880593474,False,0
root_0174_far_pre_goal_failure,far_pre_goal_failure,5000100,100,46,154,train,0.0439264091078697,0.6863663289648898,False,0
root_0175_stable_hold,stable_hold,5000101,101,170,30,train,0.0588688110620731,0.9993987610410328,True,148
root_0176_near_goal,near_goal,5000101,101,20,180,train,0.0544966464748843,0.92581492343935,False,0
root_0177_far_pre_goal_failure,far_pre_goal_failure,5000102,102,80,120,train,0.0460344945583541,0.1695957123380635,False,0
root_0178_goal_entry_pending_exit,goal_entry_pending_exit,5000103,103,151,49,train,0.0512416613187968,0.9531972230491969,True,28
root_0179_near_goal,near_goal,5000103,103,156,44,train,0.0522387207697168,0.9498116426276908,False,0
root_0180_goal_entry_pending_exit,goal_entry_pending_exit,5000104,104,56,144,train,0.0504518268780666,0.9709971161518292,True,44
root_0181_stable_hold,stable_hold,5000104,104,41,159,train,0.0486525557194781,0.9722307824381248,True,29
root_0182_stable_hold,stable_hold,5000105,105,170,30,train,0.0467633468502863,0.9701504060260524,True,129
root_0183_far_pre_goal_failure,far_pre_goal_failure,5000105,105,26,174,train,0.0642336188629266,0.7804028565325724,False,0
root_0184_stable_hold,stable_hold,5000108,108,170,30,train,0.0652433034878228,0.9706442704133,True,144
root_0185_goal_entry_pending_exit,goal_entry_pending_exit,5000109,109,109,91,train,0.0332743855879952,0.9738202951246908,True,18
root_0186_goal_entry_pending_exit,goal_entry_pending_exit,5000110,110,18,182,dev,0.0510445165205921,0.9745756761440258,True,5
root_0187_stable_hold,stable_hold,5000111,111,170,30,train,0.040196318736341,0.9684786779762072,True,98
root_0188_stable_hold,stable_hold,5000112,112,170,30,train,0.0536413656413894,0.9678334223661242,True,127
root_0189_stable_hold,stable_hold,5000113,113,170,30,train,0.0402496272281325,0.9937849832682024,True,128
root_0190_stable_hold,stable_hold,5000114,114,170,30,train,0.0581970590784881,0.9988764328052704,True,134
root_0191_stable_hold,stable_hold,5000117,117,170,30,dev,0.0626284485495088,0.9936736630618006,True,150
root_0192_stable_hold,stable_hold,5000118,118,170,30,train,0.0371363403319983,0.9956490351347482,True,102
root_0193_goal_entry_pending_exit,goal_entry_pending_exit,5000119,119,99,101,train,0.045704608217593,0.9550100068702532,True,37
root_0194_stable_hold,stable_hold,5000119,119,84,116,train,0.0377506297200107,0.9691243216713752,True,22
root_0195_goal_entry_pending_exit,goal_entry_pending_exit,5000120,120,14,186,train,0.0343174744369805,0.9503955718324704,True,1
root_0196_goal_entry_pending_exit,goal_entry_pending_exit,5000125,125,26,174,dev,0.0412355919736238,0.9922453218404952,True,4
root_0197_stable_hold,stable_hold,5000125,125,170,30,dev,0.061693198234135,0.9726534577274016,True,136
root_0198_stable_hold,stable_hold,5000126,126,170,30,train,0.0580664583919953,0.9983633771793196,True,130
root_0199_goal_entry_pending_exit,goal_entry_pending_exit,5000128,128,22,178,train,0.0623998751741943,0.9947720057983402,True,6
root_0200_stable_hold,stable_hold,5000134,134,170,30,train,0.0620781533405853,0.9816536150499466,True,149
root_0201_stable_hold,stable_hold,5000136,136,170,30,train,0.0625375999375541,0.9710965322946138,True,149
root_0202_goal_entry_pending_exit,goal_entry_pending_exit,5000137,137,50,150,train,0.0405797560709945,0.9768635585211386,True,19
root_0203_stable_hold,stable_hold,5000138,138,170,30,train,0.0579644798500005,0.9896151264187162,True,149
root_0204_stable_hold,stable_hold,5000139,139,170,30,train,0.0594984450098257,0.9734843917538172,True,142
root_0205_goal_entry_pending_exit,goal_entry_pending_exit,5000140,140,24,176,train,0.0498175134520155,0.9954912056419504,True,3
root_0206_stable_hold,stable_hold,5000141,141,170,30,train,0.033132403632915,0.9595479552043236,True,104
root_0207_stable_hold,stable_hold,5000143,143,170,30,train,0.0559248799892002,0.9691277843437058,True,121
root_0208_stable_hold,stable_hold,5000145,145,170,30,train,0.0328234957132329,0.996285712431374,True,122
root_0209_stable_hold,stable_hold,5000146,146,170,30,train,0.0559642944036973,0.9803234075650256,True,129
root_0210_goal_entry_pending_exit,goal_entry_pending_exit,5000147,147,162,38,train,0.0491703881520454,0.980360338423832,True,129
root_0211_stable_hold,stable_hold,5000147,147,147,53,train,0.0364075604102372,0.9935212485121554,True,114
root_0212_stable_hold,stable_hold,5000152,152,170,30,train,0.0510772743649469,0.9658300257359416,True,150
root_0213_stable_hold,stable_hold,5000154,154,170,30,train,0.0515132597914435,0.9555199092486828,True,157
root_0214_goal_entry_pending_exit,goal_entry_pending_exit,5000155,155,71,129,train,0.0517859235397412,0.9537169461991934,True,51
root_0215_stable_hold,stable_hold,5000155,155,56,144,train,0.0530426091826467,0.9620408411434626,True,36
root_0216_stable_hold,stable_hold,5000156,156,170,30,train,0.0311142335882235,0.9700302249217392,True,123
root_0217_goal_entry_pending_exit,goal_entry_pending_exit,5000157,157,82,118,train,0.0487646562724819,0.9732828007946528,True,51
root_0218_stable_hold,stable_hold,5000157,157,67,133,train,0.0346240349691718,0.9587112449299372,True,36
root_0219_goal_entry_pending_exit,goal_entry_pending_exit,5000158,158,42,158,train,0.0508566057001041,0.9837862295422566,True,10
root_0220_stable_hold,stable_hold,5000163,163,170,30,train,0.0426149445230613,0.9791275355347796,True,119
root_0221_goal_entry_pending_exit,goal_entry_pending_exit,5000164,164,120,80,train,0.0430150834135828,0.9526374144329596,True,2
root_0222_goal_entry_pending_exit,goal_entry_pending_exit,5000168,168,85,115,dev,0.0335706426405127,0.9607119373282912,True,30
root_0223_goal_entry_pending_exit,goal_entry_pending_exit,5000181,181,20,180,train,0.0557851863911538,0.9849571759882012,True,3
root_0224_goal_entry_pending_exit,goal_entry_pending_exit,5000182,182,62,138,train,0.0349994893991453,0.9505385237503688,True,1
root_0225_goal_entry_pending_exit,goal_entry_pending_exit,5000187,187,91,109,train,0.0302234043450205,0.975845588087409,True,45
root_0226_goal_entry_pending_exit,goal_entry_pending_exit,5000189,189,24,176,dev,0.0523391160123951,0.997824769172746,True,3
root_0227_goal_entry_pending_exit,goal_entry_pending_exit,5000196,196,89,111,train,0.0688499221066333,0.9562674478949154,True,18
root_0228_goal_entry_pending_exit,goal_entry_pending_exit,5000202,202,81,119,train,0.0505536542171055,0.9527399223405733,True,8
root_0229_goal_entry_pending_exit,goal_entry_pending_exit,5000208,208,81,119,train,0.0519438559317493,0.9587170263058752,True,56
root_0230_goal_entry_pending_exit,goal_entry_pending_exit,5000216,216,49,151,train,0.0596952683366962,0.9836278763051066,True,13
root_0231_goal_entry_pending_exit,goal_entry_pending_exit,5000217,217,30,170,train,0.050062754269983,0.9701561297151357,True,19
root_0232_goal_entry_pending_exit,goal_entry_pending_exit,5000218,218,69,131,train,0.0428145296248145,0.9552288057371412,True,35
root_0233_goal_entry_pending_exit,goal_entry_pending_exit,5000219,219,87,113,dev,0.0684733056099557,0.956403132369294,True,16
root_0234_goal_entry_pending_exit,goal_entry_pending_exit,5000220,220,41,159,train,0.0549119687429811,0.9755937608765552,True,6
root_0235_goal_entry_pending_exit,goal_entry_pending_exit,5000229,229,113,87,train,0.0216732187722128,0.9627035867473752,True,70
root_0236_goal_entry_pending_exit,goal_entry_pending_exit,5000231,231,79,121,train,0.0543556441830315,0.9555882686053594,True,44
root_0237_goal_entry_pending_exit,goal_entry_pending_exit,5000234,234,69,131,train,0.0424217529345544,0.9528495088684432,True,37
root_0238_goal_entry_pending_exit,goal_entry_pending_exit,5000239,239,152,48,dev,0.0474354705563379,0.9628126976907684,True,123
root_0239_goal_entry_pending_exit,goal_entry_pending_exit,5000243,243,60,140,train,0.0503819066767709,0.9626565600182372,True,25
